LRK nummer,datum_inspectie,type onderzoek,kleur vestiging,actuele_naam_oko,aantal_kindplaatsen,vve,inschrijfdatum,opvanglocatie_adres,opvanglocatie_postcode,opvanglocatie_woonplaats,longitude,latitude,naam_houder,kvk_nummer_houder,rechtsvorm_houder,houder_adres,houder_postcode,houder_woonplaats,houder_buitenland,correspondentie_adres,correspondentie_postcode,correspondentie_woonplaats,correspondentie_buitenland,contact_persoon,contact_telefoon,contact_emailadres,contact_website,kvkvestiging,houder.href,houder.text,houdervanaf,url
258632045,01/23/2015,Jaarlijks inspectiebezoek,geel,Kindercentrum het Pareltje,11,Nee,11/04/2011,Burgemeester Roellstraat 17 ,1064BJ,Amsterdam,4.8340863,52.373029,Kindercentrum Het Pareltje,55684394,VOF,Burgemeester Roellstraat 17 ,1064BJ,AMSTERDAM,,Burgemeester Roellstraat 17 ,1064BJ,AMSTERDAM,,M. ÷zt¸rk,020 8453637',info@kindercentrumhetpareltje.nl,http://www.kindercentrumhetpareltje.nl,256978,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=10529&currentPage=0,Kindercentrum Het Pareltje,01/01/2012,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=82424
126839086,10/24/2013,Jaarlijks inspectiebezoek,rood,Kinderdagverblijf Jo Kiddy,12,Nee,05/19/2011,Willem Nakkenstraat 27 ,1061TA,Amsterdam,4.8387834,52.3657251,Tholel,34255345,Eenmanszaak,,,,,Willem Nakkenstraat 27 ,1061TA,AMSTERDAM,,Mw. J. R. Tholel,,info@jokiddy.nl,http://www.jokiddy.nl,22150838,,,03/07/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=81607
126839086,07/14/2014,Jaarlijks inspectiebezoek,oranje,Kinderdagverblijf Jo Kiddy,12,Nee,05/19/2011,Willem Nakkenstraat 27 ,1061TA,Amsterdam,4.8387834,52.3657251,Tholel,34255345,Eenmanszaak,,,,,Willem Nakkenstraat 27 ,1061TA,AMSTERDAM,,Mw. J. R. Tholel,,info@jokiddy.nl,http://www.jokiddy.nl,22150838,,,03/07/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=81607
126839086,02/24/2015,Jaarlijks inspectiebezoek,oranje,Kinderdagverblijf Jo Kiddy,12,Nee,05/19/2011,Willem Nakkenstraat 27 ,1061TA,Amsterdam,4.8387834,52.3657251,Tholel,34255345,Eenmanszaak,,,,,Willem Nakkenstraat 27 ,1061TA,AMSTERDAM,,Mw. J. R. Tholel,,info@jokiddy.nl,http://www.jokiddy.nl,22150838,,,03/07/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=81607
204294095,10/08/2013,Jaarlijks inspectiebezoek,oranje,Kinderopvang Westendorp,45,Nee,09/25/2012,Overschiestraat 168C ,1062XK,Amsterdam,4.8391986,52.3488815,Smallsteps B.V.,60901934,BV,Postbus 586,7550AN,Hengelo,,Postbus 15794,1001NG,AMSTERDAM,,Afdeling Huisvesting,074 2557000',huisvesting@smallsteps.info,http://www.smallsteps.info,23890576,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=14441&currentPage=0,Smallsteps B.V.,09/24/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=94311
204294095,11/24/2014,Jaarlijks inspectiebezoek,geel,Kinderopvang Westendorp,45,Nee,09/25/2012,Overschiestraat 168C ,1062XK,Amsterdam,4.8391986,52.3488815,Smallsteps B.V.,60901934,BV,Postbus 586,7550AN,Hengelo,,Postbus 15794,1001NG,AMSTERDAM,,Afdeling Huisvesting,074 2557000',huisvesting@smallsteps.info,http://www.smallsteps.info,23890576,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=14441&currentPage=0,Smallsteps B.V.,09/24/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=94311
136348683,10/14/2013,Jaarlijks inspectiebezoek,rood,Mops Kinderopvang,14,Ja,09/01/2010,Koningin Wilhelminaplein 266 ,1062KS,Amsterdam,4.8403287,52.3538602,Sveba kdv B.V.,34367393,BV,Leerdamhof 268 ,1108BX,AMSTERDAM,,Koningin Wilhelminaplein 266 ,1062KS,Amsterdam,,de heer B.R. Evers,020 8461111',info@kdvmops.nl,http://www.kdv-mops.nl,16813278,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3845&currentPage=0,Sveba kdv B.V.,08/09/2010,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=53747
136348683,11/18/2014,Jaarlijks inspectiebezoek,geel,Mops Kinderopvang,14,Ja,09/01/2010,Koningin Wilhelminaplein 266 ,1062KS,Amsterdam,4.8403287,52.3538602,Sveba kdv B.V.,34367393,BV,Leerdamhof 268 ,1108BX,AMSTERDAM,,Koningin Wilhelminaplein 266 ,1062KS,Amsterdam,,de heer B.R. Evers,020 8461111',info@kdvmops.nl,http://www.kdv-mops.nl,16813278,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3845&currentPage=0,Sveba kdv B.V.,08/09/2010,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=53747
167055963,07/04/2012,Jaarlijks inspectiebezoek,oranje,Lieve Schoot,13,Ja,08/30/2011,Derkinderenstraat 52 ,1062BJ,Amsterdam,4.8407548,52.3609715,Dogan,58807039,Eenmanszaak,,,,,Derkinderenstraat 52 ,1062BJ,AMSTERDAM,,Esin Aksoy - Dogan,06 34938458',esin@lieveschoot.nl,http://www.lieveschoot.nl,21923221,,,04/09/2015,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=81035
167055963,06/05/2013,Jaarlijks inspectiebezoek,oranje,Lieve Schoot,13,Ja,08/30/2011,Derkinderenstraat 52 ,1062BJ,Amsterdam,4.8407548,52.3609715,Dogan,58807039,Eenmanszaak,,,,,Derkinderenstraat 52 ,1062BJ,AMSTERDAM,,Esin Aksoy - Dogan,06 34938458',esin@lieveschoot.nl,http://www.lieveschoot.nl,21923221,,,04/09/2015,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=81035
167055963,03/31/2014,Jaarlijks inspectiebezoek,geel,Lieve Schoot,13,Ja,08/30/2011,Derkinderenstraat 52 ,1062BJ,Amsterdam,4.8407548,52.3609715,Dogan,58807039,Eenmanszaak,,,,,Derkinderenstraat 52 ,1062BJ,AMSTERDAM,,Esin Aksoy - Dogan,06 34938458',esin@lieveschoot.nl,http://www.lieveschoot.nl,21923221,,,04/09/2015,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=81035
167055963,01/13/2015,Jaarlijks inspectiebezoek,geel,Lieve Schoot,13,Ja,08/30/2011,Derkinderenstraat 52 ,1062BJ,Amsterdam,4.8407548,52.3609715,Dogan,58807039,Eenmanszaak,,,,,Derkinderenstraat 52 ,1062BJ,AMSTERDAM,,Esin Aksoy - Dogan,06 34938458',esin@lieveschoot.nl,http://www.lieveschoot.nl,21923221,,,04/09/2015,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=81035
198576250,10/23/2013,Jaarlijks inspectiebezoek,groen,CompaNanny WFC B.V.,98,Nee,01/01/2005,Koningin Wilhelminaplein 13 ,1062HH,Amsterdam,4.8411274,52.3545559,CompaNanny WFC B.V.,34214158,BV,Koningin Wilhelminaplein 13T 01,1062HH,AMSTERDAM,,Postbus 69455,1060CM,AMSTERDAM,,Dhr. D. Six,020 4170117',info@compananny.nl,http://www.compananny.nl,18615678,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=5057&currentPage=0,CompaNanny WFC B.V.,05/01/2003,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=65916
198576250,08/07/2014,Jaarlijks inspectiebezoek,geel,CompaNanny WFC B.V.,98,Nee,01/01/2005,Koningin Wilhelminaplein 13 ,1062HH,Amsterdam,4.8411274,52.3545559,CompaNanny WFC B.V.,34214158,BV,Koningin Wilhelminaplein 13T 01,1062HH,AMSTERDAM,,Postbus 69455,1060CM,AMSTERDAM,,Dhr. D. Six,020 4170117',info@compananny.nl,http://www.compananny.nl,18615678,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=5057&currentPage=0,CompaNanny WFC B.V.,05/01/2003,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=65916
116318041,10/02/2013,Jaarlijks inspectiebezoek,rood,Kinderopvang Tele-Kits,48,Nee,01/01/2010,Tempelhofstraat 82 ,1043EB,Amsterdam,4.8414358,52.3867694,Smallsteps B.V.,60901934,BV,Postbus 586,7550AN,Hengelo,,Tempelhofstraat 82 ,1043EB,AMSTERDAM,,Afdeling Huisvesting,074-2557000',huisvesting@smallsteps.info,http://www.smallsteps.info,19510705,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=14441&currentPage=0,Smallsteps B.V.,09/24/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31911
116318041,10/15/2014,Jaarlijks inspectiebezoek,geel,Kinderopvang Tele-Kits,48,Nee,01/01/2010,Tempelhofstraat 82 ,1043EB,Amsterdam,4.8414358,52.3867694,Smallsteps B.V.,60901934,BV,Postbus 586,7550AN,Hengelo,,Tempelhofstraat 82 ,1043EB,AMSTERDAM,,Afdeling Huisvesting,074-2557000',huisvesting@smallsteps.info,http://www.smallsteps.info,19510705,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=14441&currentPage=0,Smallsteps B.V.,09/24/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31911
133095277,11/20/2013,Jaarlijks inspectiebezoek,geel,Kinderopvang Ensemble,61,Nee,03/07/2011,Titus van Rijnstraat 233 ,1058GB,Amsterdam,4.8456843,52.3576237,Smallsteps B.V.,60901934,BV,Postbus 586,7550AN,Hengelo,,Titus van Rijnstraat 233 ,1058GB,AMSTERDAM,,Afdeling Huisvesting,074-2557000',huisvesting@smallsteps.info,http://www.smallsteps.info,22211454,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=14441&currentPage=0,Smallsteps B.V.,09/24/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=74228
133095277,05/12/2014,Jaarlijks inspectiebezoek,groen,Kinderopvang Ensemble,61,Nee,03/07/2011,Titus van Rijnstraat 233 ,1058GB,Amsterdam,4.8456843,52.3576237,Smallsteps B.V.,60901934,BV,Postbus 586,7550AN,Hengelo,,Titus van Rijnstraat 233 ,1058GB,AMSTERDAM,,Afdeling Huisvesting,074-2557000',huisvesting@smallsteps.info,http://www.smallsteps.info,22211454,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=14441&currentPage=0,Smallsteps B.V.,09/24/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=74228
133095277,02/19/2015,Jaarlijks inspectiebezoek,groen,Kinderopvang Ensemble,61,Nee,03/07/2011,Titus van Rijnstraat 233 ,1058GB,Amsterdam,4.8456843,52.3576237,Smallsteps B.V.,60901934,BV,Postbus 586,7550AN,Hengelo,,Titus van Rijnstraat 233 ,1058GB,AMSTERDAM,,Afdeling Huisvesting,074-2557000',huisvesting@smallsteps.info,http://www.smallsteps.info,22211454,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=14441&currentPage=0,Smallsteps B.V.,09/24/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=74228
127835179,10/17/2013,Jaarlijks inspectiebezoek,oranje,Kinderopvang Bockesprong,38,Nee,04/16/2010,Theophile de Bockstraat 100B ,1058VC,Amsterdam,4.8461258,52.3551271,Smallsteps B.V.,60901934,BV,Postbus 586,7550AN,Hengelo,,Theophile de Bockstraat 100 ,1058VC,AMSTERDAM,,Afdeling Huisvesting,074-2557000',huisvesting@smallsteps.info,http://www.smallsteps.info,48836,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=14441&currentPage=0,Smallsteps B.V.,09/24/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31689
127835179,12/10/2014,Jaarlijks inspectiebezoek,geel,Kinderopvang Bockesprong,38,Nee,04/16/2010,Theophile de Bockstraat 100B ,1058VC,Amsterdam,4.8461258,52.3551271,Smallsteps B.V.,60901934,BV,Postbus 586,7550AN,Hengelo,,Theophile de Bockstraat 100 ,1058VC,AMSTERDAM,,Afdeling Huisvesting,074-2557000',huisvesting@smallsteps.info,http://www.smallsteps.info,48836,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=14441&currentPage=0,Smallsteps B.V.,09/24/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=31689
130594490,04/21/2015,Jaarlijks inspectiebezoek,geel,Kindercampus Impuls - de Springplank,51,Ja,05/28/2014,Robert Scottstraat 28 ,1056AZ,Amsterdam,4.8464002,52.3735623,Impuls Kinderopvang B.V. ,34217635,BV,Postbus 9139,1006AC,AMSTERDAM,,Robert Scottstraat 28 34,1056AZ,AMSTERDAM,,Annette de Wit,020 5158832',annette.dewit@impuls.nl,http://www.impuls.nl,29282691,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=8093&currentPage=0,Impuls Kinderopvang B.V.,04/02/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=115546
280186289,02/06/2012,Jaarlijks inspectiebezoek,geel,De Kinderster,24,Ja,01/01/2010,Krelis Louwenstraat 2 ,1055KA,Amsterdam,4.8472948,52.3821047,De Kinderster B.V.,52595641,BV,Sumatrakade 1539 ,1019RS,AMSTERDAM,,Krelis Louwenstraat 2 ,1055KA,Amsterdam,,,020-3378232',,,9707840,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=8499&currentPage=0,De Kinderster B.V.,09/29/2015,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32502
280186289,04/05/2013,Jaarlijks inspectiebezoek,geel,De Kinderster,24,Ja,01/01/2010,Krelis Louwenstraat 2 ,1055KA,Amsterdam,4.8472948,52.3821047,De Kinderster B.V.,52595641,BV,Sumatrakade 1539 ,1019RS,AMSTERDAM,,Krelis Louwenstraat 2 ,1055KA,Amsterdam,,,020-3378232',,,9707840,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=8499&currentPage=0,De Kinderster B.V.,09/29/2015,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32502
280186289,11/13/2014,Jaarlijks inspectiebezoek,geel,De Kinderster,24,Ja,01/01/2010,Krelis Louwenstraat 2 ,1055KA,Amsterdam,4.8472948,52.3821047,De Kinderster B.V.,52595641,BV,Sumatrakade 1539 ,1019RS,AMSTERDAM,,Krelis Louwenstraat 2 ,1055KA,Amsterdam,,,020-3378232',,,9707840,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=8499&currentPage=0,De Kinderster B.V.,09/29/2015,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32502
796451497,04/10/2012,Jaarlijks inspectiebezoek,geel,KDV Het Groeiparadijs,84,Ja,01/01/2010,Wiltzanghlaan 38 ,1055KH,Amsterdam,4.8482654,52.3820013,Impuls Kinderopvang B.V. ,34217635,BV,Postbus 9139,1006AC,AMSTERDAM,,Wiltzanghlaan 38 ,1055KH,AMSTERDAM,,,020-6812111',,,21395616,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=8093&currentPage=0,Impuls Kinderopvang B.V.,03/01/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32132
796451497,06/17/2013,Jaarlijks inspectiebezoek,groen,KDV Het Groeiparadijs,84,Ja,01/01/2010,Wiltzanghlaan 38 ,1055KH,Amsterdam,4.8482654,52.3820013,Impuls Kinderopvang B.V. ,34217635,BV,Postbus 9139,1006AC,AMSTERDAM,,Wiltzanghlaan 38 ,1055KH,AMSTERDAM,,,020-6812111',,,21395616,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=8093&currentPage=0,Impuls Kinderopvang B.V.,03/01/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32132
796451497,04/30/2014,Jaarlijks inspectiebezoek,geel,KDV Het Groeiparadijs,84,Ja,01/01/2010,Wiltzanghlaan 38 ,1055KH,Amsterdam,4.8482654,52.3820013,Impuls Kinderopvang B.V. ,34217635,BV,Postbus 9139,1006AC,AMSTERDAM,,Wiltzanghlaan 38 ,1055KH,AMSTERDAM,,,020-6812111',,,21395616,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=8093&currentPage=0,Impuls Kinderopvang B.V.,03/01/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=32132
124303808,04/11/2013,Jaarlijks inspectiebezoek,rood,Kinderdagverblijf Bimal Madeliefje B.V.,22,Nee,03/05/2012,Admiraal De Ruijterweg 434 H,1055NE,Amsterdam,4.8489643,52.3837574,Bimal Madeliefje B.V.,53380908,BV,Admiraal de Ruijterweg 434 436,1055NE,AMSTERDAM,,Schaafstraat 20b ,1021KE,AMSTERDAM,,÷mer Kurnaz,06 24239532',info@bimalbv.nl,,23261552,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=8917&currentPage=0,Bimal Madeliefje B.V.,11/29/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=84335
124303808,07/29/2014,Jaarlijks inspectiebezoek,oranje,Kinderdagverblijf Bimal Madeliefje B.V.,22,Nee,03/05/2012,Admiraal De Ruijterweg 434 H,1055NE,Amsterdam,4.8489643,52.3837574,Bimal Madeliefje B.V.,53380908,BV,Admiraal de Ruijterweg 434 436,1055NE,AMSTERDAM,,Schaafstraat 20b ,1021KE,AMSTERDAM,,÷mer Kurnaz,06 24239532',info@bimalbv.nl,,23261552,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=8917&currentPage=0,Bimal Madeliefje B.V.,11/29/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=84335
124303808,02/04/2015,Jaarlijks inspectiebezoek,oranje,Kinderdagverblijf Bimal Madeliefje B.V.,22,Nee,03/05/2012,Admiraal De Ruijterweg 434 H,1055NE,Amsterdam,4.8489643,52.3837574,Bimal Madeliefje B.V.,53380908,BV,Admiraal de Ruijterweg 434 436,1055NE,AMSTERDAM,,Schaafstraat 20b ,1021KE,AMSTERDAM,,÷mer Kurnaz,06 24239532',info@bimalbv.nl,,23261552,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=8917&currentPage=0,Bimal Madeliefje B.V.,11/29/2011,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=84335
202962763,06/05/2012,Jaarlijks inspectiebezoek,oranje,Greenkidzz,10,Nee,10/19/2010,Aalsmeerweg 23 H,1059AA,Amsterdam,4.8496935,52.3502631,De Toverster B.V.,59096497,BV,Aalsmeerweg 19H ,1059AA,AMSTERDAM,,Aalsmeerweg 23 H,1059AA,Amsterdam,,mw. A. Fazazi,06 14913048',info@detoverster.nl,http://www.detoverster.nl,172243,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=13750&currentPage=0,De Toverster B.V.,03/06/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=57388
202962763,07/02/2013,Jaarlijks inspectiebezoek,groen,Greenkidzz,10,Nee,10/19/2010,Aalsmeerweg 23 H,1059AA,Amsterdam,4.8496935,52.3502631,De Toverster B.V.,59096497,BV,Aalsmeerweg 19H ,1059AA,AMSTERDAM,,Aalsmeerweg 23 H,1059AA,Amsterdam,,mw. A. Fazazi,06 14913048',info@detoverster.nl,http://www.detoverster.nl,172243,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=13750&currentPage=0,De Toverster B.V.,03/06/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=57388
202962763,07/22/2014,Jaarlijks inspectiebezoek,groen,Greenkidzz,10,Nee,10/19/2010,Aalsmeerweg 23 H,1059AA,Amsterdam,4.8496935,52.3502631,De Toverster B.V.,59096497,BV,Aalsmeerweg 19H ,1059AA,AMSTERDAM,,Aalsmeerweg 23 H,1059AA,Amsterdam,,mw. A. Fazazi,06 14913048',info@detoverster.nl,http://www.detoverster.nl,172243,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=13750&currentPage=0,De Toverster B.V.,03/06/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=57388
202962763,01/08/2015,Jaarlijks inspectiebezoek,groen,Greenkidzz,10,Nee,10/19/2010,Aalsmeerweg 23 H,1059AA,Amsterdam,4.8496935,52.3502631,De Toverster B.V.,59096497,BV,Aalsmeerweg 19H ,1059AA,AMSTERDAM,,Aalsmeerweg 23 H,1059AA,Amsterdam,,mw. A. Fazazi,06 14913048',info@detoverster.nl,http://www.detoverster.nl,172243,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=13750&currentPage=0,De Toverster B.V.,03/06/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=57388
145556657,08/29/2012,Jaarlijks inspectiebezoek,grijs,Greenkidzz,10,Nee,05/14/2012,Aalsmeerweg 27 H,1059AB,Amsterdam,4.8496949,52.3501463,De Toverster B.V.,59096497,BV,Aalsmeerweg 19H ,1059AA,AMSTERDAM,,Van Mourik Broekmanstraat 21 I,1065ER,AMSTERDAM,,Mevrouw A. Fazazi,06 14913048',info@detoverster.nl,http://www.detoverster.nl,24304743,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=13750&currentPage=0,De Toverster B.V.,03/06/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=88906
145556657,07/02/2013,Jaarlijks inspectiebezoek,geel,Greenkidzz,10,Nee,05/14/2012,Aalsmeerweg 27 H,1059AB,Amsterdam,4.8496949,52.3501463,De Toverster B.V.,59096497,BV,Aalsmeerweg 19H ,1059AA,AMSTERDAM,,Van Mourik Broekmanstraat 21 I,1065ER,AMSTERDAM,,Mevrouw A. Fazazi,06 14913048',info@detoverster.nl,http://www.detoverster.nl,24304743,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=13750&currentPage=0,De Toverster B.V.,03/06/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=88906
145556657,07/22/2014,Jaarlijks inspectiebezoek,groen,Greenkidzz,10,Nee,05/14/2012,Aalsmeerweg 27 H,1059AB,Amsterdam,4.8496949,52.3501463,De Toverster B.V.,59096497,BV,Aalsmeerweg 19H ,1059AA,AMSTERDAM,,Van Mourik Broekmanstraat 21 I,1065ER,AMSTERDAM,,Mevrouw A. Fazazi,06 14913048',info@detoverster.nl,http://www.detoverster.nl,24304743,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=13750&currentPage=0,De Toverster B.V.,03/06/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=88906
145556657,02/24/2015,Jaarlijks inspectiebezoek,groen,Greenkidzz,10,Nee,05/14/2012,Aalsmeerweg 27 H,1059AB,Amsterdam,4.8496949,52.3501463,De Toverster B.V.,59096497,BV,Aalsmeerweg 19H ,1059AA,AMSTERDAM,,Van Mourik Broekmanstraat 21 I,1065ER,AMSTERDAM,,Mevrouw A. Fazazi,06 14913048',info@detoverster.nl,http://www.detoverster.nl,24304743,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=13750&currentPage=0,De Toverster B.V.,03/06/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=88906
123753818,06/05/2012,Jaarlijks inspectiebezoek,rood,Greenkidzz,16,Ja,02/18/2011,Aalsmeerweg 19 H,1059AA,Amsterdam,4.8497069,52.3503617,De Toverster B.V.,59096497,BV,Aalsmeerweg 19H ,1059AA,AMSTERDAM,,Aalsmeerweg 19 ,1059AA,AMSTERDAM,,mw. A. Fazazi,06 14913048',info@detoverster.nl,http://www.detoverster.nl,20679475,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=13750&currentPage=0,De Toverster B.V.,03/06/2014,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=72877
