LRK nummer,jaar,kleur vestiging,actuele_naam_oko,aantal_kindplaatsen,vve,inschrijfdatum,opvanglocatie_adres,opvanglocatie_postcode,opvanglocatie_woonplaats,longitude,latitude,naam_houder,kvk_nummer_houder,rechtsvorm_houder,houder_adres,houder_postcode,houder_woonplaats,correspondentie_adres,correspondentie_postcode,correspondentie_woonplaats,contact_persoon,contact_telefoon,contact_emailadres,contact_website,houder.href,houder.text,houdervanaf,url
519747732,2015,groen,Hazeltje Kleverpark ,64,Ja,01/01/2010,Tetterodestraat 109 ,2023XM,HAARLEM,4.6261154,52.3922593,Kinderopvang Hazeltje Kleverpark B.V.,34235195,BV,Tetterodestraat 109 ,2023XM,HAARLEM,Tetterodestraat 109 ,2023XM,HAARLEM,,023-5279954',info@kinderopvanghazeltje.nl,http://www.kinderopvanghazeltje.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3423&currentPage=0,,12/07/2009,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23649
158179250,2013,groen,Hazeltje op de Wadden,16,Ja,01/01/2010,Zevenwoudenplantsoen 3 ,2036NK,HAARLEM,4.6507626,52.3533107,Hazeltje In School B.V.,54709334,BV,Gasthuissingel 32 zw,2012DP,HAARLEM,Gasthuissingel 32 zw,2012DP,HAARLEM,N. Jansma H. Jansma,,info@kinderopvanghazeltje.nl,http://www.kindropvanghazeltje.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=9904&currentPage=0,Hazeltje In School B.V.,06/07/2012,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23501
158179250,2014,groen,Hazeltje op de Wadden,16,Ja,01/01/2010,Zevenwoudenplantsoen 3 ,2036NK,HAARLEM,4.6507626,52.3533107,Hazeltje In School B.V.,54709334,BV,Gasthuissingel 32 zw,2012DP,HAARLEM,Gasthuissingel 32 zw,2012DP,HAARLEM,N. Jansma H. Jansma,,info@kinderopvanghazeltje.nl,http://www.kindropvanghazeltje.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=9904&currentPage=0,Hazeltje In School B.V.,06/07/2012,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23501
158179250,2015,groen,Hazeltje op de Wadden,16,Ja,01/01/2010,Zevenwoudenplantsoen 3 ,2036NK,HAARLEM,4.6507626,52.3533107,Hazeltje In School B.V.,54709334,BV,Gasthuissingel 32 zw,2012DP,HAARLEM,Gasthuissingel 32 zw,2012DP,HAARLEM,N. Jansma H. Jansma,,info@kinderopvanghazeltje.nl,http://www.kindropvanghazeltje.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=9904&currentPage=0,Hazeltje In School B.V.,06/07/2012,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23501
233002315,2013,groen,Hazeltje Schalkwijk B.V.,39,Ja,01/01/2010,Jan van Zutphenstraat 2a ,2037VB,HAARLEM,4.659044,52.35701,Kinderopvang Hazeltje Schalkwijk B.V.,34147996,BV,Jan van Zutphenstraat 2a ,2037VB,HAARLEM,Jan van Zutphenstraat 2a ,2037VB,HAARLEM,,023-5367928',kdvhazeltje@live.nl,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3450&currentPage=0,Kinderopvang Hazeltje Schalkwijk B.V.,07/07/2008,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23645
233002315,2014,groen,Hazeltje Schalkwijk B.V.,39,Ja,01/01/2010,Jan van Zutphenstraat 2a ,2037VB,HAARLEM,4.659044,52.35701,Kinderopvang Hazeltje Schalkwijk B.V.,34147996,BV,Jan van Zutphenstraat 2a ,2037VB,HAARLEM,Jan van Zutphenstraat 2a ,2037VB,HAARLEM,,023-5367928',kdvhazeltje@live.nl,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3450&currentPage=0,Kinderopvang Hazeltje Schalkwijk B.V.,07/07/2008,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23645
233002315,2015,groen,Hazeltje Schalkwijk B.V.,39,Ja,01/01/2010,Jan van Zutphenstraat 2a ,2037VB,HAARLEM,4.659044,52.35701,Kinderopvang Hazeltje Schalkwijk B.V.,34147996,BV,Jan van Zutphenstraat 2a ,2037VB,HAARLEM,Jan van Zutphenstraat 2a ,2037VB,HAARLEM,,023-5367928',kdvhazeltje@live.nl,,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3450&currentPage=0,Kinderopvang Hazeltje Schalkwijk B.V.,07/07/2008,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23645
163929713,2013,geel,Het Beverbos,50,Nee,01/01/2010,Paul Krugerkade 4 ,2021BN,HAARLEM,4.6444965,52.3920345,Stichting kinderopvang Spaarne,34298621,Stichting,Gedempte Oude Gracht 67 ,2011GM,HAARLEM,Paul Krugerkade 4 ,2021BN,HAARLEM,A. Zoomers,023-5379290',kwaliteit@skos.nl,http://www.skos.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3145&currentPage=0,Stichting kinderopvang Spaarne,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23508
163929713,2014,geel,Het Beverbos,50,Nee,01/01/2010,Paul Krugerkade 4 ,2021BN,HAARLEM,4.6444965,52.3920345,Stichting kinderopvang Spaarne,34298621,Stichting,Gedempte Oude Gracht 67 ,2011GM,HAARLEM,Paul Krugerkade 4 ,2021BN,HAARLEM,A. Zoomers,023-5379290',kwaliteit@skos.nl,http://www.skos.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3145&currentPage=0,Stichting kinderopvang Spaarne,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23508
163929713,2015,groen,Het Beverbos,50,Nee,01/01/2010,Paul Krugerkade 4 ,2021BN,HAARLEM,4.6444965,52.3920345,Stichting kinderopvang Spaarne,34298621,Stichting,Gedempte Oude Gracht 67 ,2011GM,HAARLEM,Paul Krugerkade 4 ,2021BN,HAARLEM,A. Zoomers,023-5379290',kwaliteit@skos.nl,http://www.skos.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3145&currentPage=0,Stichting kinderopvang Spaarne,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23508
200900985,2015,geel,Het bonte Huis kleinschalige kinderopvang,7,Nee,01/01/2010,Donkere Spaarne 16 zw,2011JG,HAARLEM,4.643792,52.3812903,Gerlach,34164155,Eenmanszaak,,,,Donkere Spaarne 16 zw,2011JG,HAARLEM,,023-5321127',info@hetbontehuis.nl,,,Mevrouw Barbara Gerlach,04/07/2009,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23578
200900985,2014,groen,Het bonte Huis kleinschalige kinderopvang,7,Nee,01/01/2010,Donkere Spaarne 16 zw,2011JG,HAARLEM,4.643792,52.3812903,Gerlach,34164155,Eenmanszaak,,,,Donkere Spaarne 16 zw,2011JG,HAARLEM,,023-5321127',info@hetbontehuis.nl,,,Mevrouw Barbara Gerlach,04/07/2009,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23578
562918152,2014,geel,Het Kabouterhuis,30,Nee,01/01/2010,Wagenweg 240a ,2012NP,HAARLEM,4.6189169,52.3655356,Scholten,34096303,Eenmanszaak,,,,Wagenweg 240a ,2012NP,HAARLEM,,06-29464939',,,,Mevrouw Louisa Margaretha Theodora Scholten,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23666
562918152,2015,groen,Het Kabouterhuis,30,Nee,01/01/2010,Wagenweg 240a ,2012NP,HAARLEM,4.6189169,52.3655356,Scholten,34096303,Eenmanszaak,,,,Wagenweg 240a ,2012NP,HAARLEM,,06-29464939',,,,Mevrouw Louisa Margaretha Theodora Scholten,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23666
330959402,2013,geel,Kakelbont,93,Nee,01/01/2010,Nieuwe Gracht 16 ,2011NE,HAARLEM,4.6411996,52.3848179,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Nieuwe Gracht 16 ,2011NE,HAARLEM,Mevr. P.E.M. Massop,023-5323886',kakelbont@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/20/2009,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23651
330959402,2014,geel,Kakelbont,93,Nee,01/01/2010,Nieuwe Gracht 16 ,2011NE,HAARLEM,4.6411996,52.3848179,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Nieuwe Gracht 16 ,2011NE,HAARLEM,Mevr. P.E.M. Massop,023-5323886',kakelbont@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/20/2009,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23651
330959402,2015,geel,Kakelbont,93,Nee,01/01/2010,Nieuwe Gracht 16 ,2011NE,HAARLEM,4.6411996,52.3848179,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Nieuwe Gracht 16 ,2011NE,HAARLEM,Mevr. P.E.M. Massop,023-5323886',kakelbont@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/20/2009,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23651
755728294,2013,groen,Kameleon,36,Nee,01/01/2010,Van Oosten de Bruijnstraat 62 ,2014VS,HAARLEM,4.618951,52.3774819,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Van Oosten de Bruijnstraat 62 ,2014VS,HAARLEM,,023-5426055',,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23461
755728294,2014,groen,Kameleon,36,Nee,01/01/2010,Van Oosten de Bruijnstraat 62 ,2014VS,HAARLEM,4.618951,52.3774819,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Van Oosten de Bruijnstraat 62 ,2014VS,HAARLEM,,023-5426055',,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23461
755728294,2015,groen,Kameleon,36,Nee,01/01/2010,Van Oosten de Bruijnstraat 62 ,2014VS,HAARLEM,4.618951,52.3774819,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Van Oosten de Bruijnstraat 62 ,2014VS,HAARLEM,,023-5426055',,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23461
121631308,2013,groen,KDV Bakenessergracht Op Stoom,16,Nee,01/01/2010,Bakenessergracht 26 B,2011JW,HAARLEM,4.6395674,52.3832131,De Teddyzolder Op Stoom B.V.,34245030,BV,Hildebrandlaan 2 ,2012PR,HAARLEM,Rutherfordstraat 4 ,2014KA,HAARLEM,,023-5442737',secretariaat@opstoom.nl,http://www.opstoom.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3397&currentPage=0,De Teddyzolder Op Stoom B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23521
121631308,2014,groen,KDV Bakenessergracht Op Stoom,16,Nee,01/01/2010,Bakenessergracht 26 B,2011JW,HAARLEM,4.6395674,52.3832131,De Teddyzolder Op Stoom B.V.,34245030,BV,Hildebrandlaan 2 ,2012PR,HAARLEM,Rutherfordstraat 4 ,2014KA,HAARLEM,,023-5442737',secretariaat@opstoom.nl,http://www.opstoom.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3397&currentPage=0,De Teddyzolder Op Stoom B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23521
121631308,2015,groen,KDV Bakenessergracht Op Stoom,16,Nee,01/01/2010,Bakenessergracht 26 B,2011JW,HAARLEM,4.6395674,52.3832131,De Teddyzolder Op Stoom B.V.,34245030,BV,Hildebrandlaan 2 ,2012PR,HAARLEM,Rutherfordstraat 4 ,2014KA,HAARLEM,,023-5442737',secretariaat@opstoom.nl,http://www.opstoom.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3397&currentPage=0,De Teddyzolder Op Stoom B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23521
646044485,2014,geel,KDV De Stad Op Stoom,28,Nee,01/01/2011,Linschotenstraat 57A ,2012VE,HAARLEM,4.6401838,52.3752568,Spaarnestad Op Stoom B.V.,34359125,BV,Rutherfordstraat 4 ,2014KA,HAARLEM,Rutherfordstraat 4 ,2014KA,HAARLEM,,023-5442737',secretariaat@opstoom.nl,http://www.opstoom.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3441&currentPage=0,Spaarnestad Op Stoom B.V.,12/13/2010,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=71437
646044485,2015,groen,KDV De Stad Op Stoom,28,Nee,01/01/2011,Linschotenstraat 57A ,2012VE,HAARLEM,4.6401838,52.3752568,Spaarnestad Op Stoom B.V.,34359125,BV,Rutherfordstraat 4 ,2014KA,HAARLEM,Rutherfordstraat 4 ,2014KA,HAARLEM,,023-5442737',secretariaat@opstoom.nl,http://www.opstoom.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3441&currentPage=0,Spaarnestad Op Stoom B.V.,12/13/2010,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=71437
169957615,2014,geel,KDV Meerwijk Op Stoom ,55,Ja,01/01/2010,Leonardo da Vinciplein 74 ,2037RR,HAARLEM,4.6643659,52.354669,Meerwijk Op Stoom B.V.,34213961,BV,Leonardo da Vinciplein 74 ,2037RR,HAARLEM,Rutherfordstraat 4 ,2014KA,HAARLEM,,023-5442737',secretariaat@opstoom.nl,http://www.opstoom.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3422&currentPage=0,,03/26/2009,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23514
169957615,2015,geel,KDV Meerwijk Op Stoom ,55,Ja,01/01/2010,Leonardo da Vinciplein 74 ,2037RR,HAARLEM,4.6643659,52.354669,Meerwijk Op Stoom B.V.,34213961,BV,Leonardo da Vinciplein 74 ,2037RR,HAARLEM,Rutherfordstraat 4 ,2014KA,HAARLEM,,023-5442737',secretariaat@opstoom.nl,http://www.opstoom.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3422&currentPage=0,,03/26/2009,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23514
169957615,2013,oranje,KDV Meerwijk Op Stoom ,55,Ja,01/01/2010,Leonardo da Vinciplein 74 ,2037RR,HAARLEM,4.6643659,52.354669,Meerwijk Op Stoom B.V.,34213961,BV,Leonardo da Vinciplein 74 ,2037RR,HAARLEM,Rutherfordstraat 4 ,2014KA,HAARLEM,,023-5442737',secretariaat@opstoom.nl,http://www.opstoom.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3422&currentPage=0,,03/26/2009,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23514
700100180,2013,geel,KDV Ripperda Op Stoom,73,Nee,01/01/2010,Huzarenstraat 1 ,2023GM,HAARLEM,4.6379156,52.3945995,Ripperda Op Stoom B.V.,34278899,BV,Rutherfordstraat 4 ,2014KA,HAARLEM,Rutherfordstraat 4 ,2014KA,HAARLEM,,023-5442737',secretariaat@opstoom.nl,http://www.opstoom.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3443&currentPage=0,Ripperda Op Stoom B.V.,03/26/2009,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23499
700100180,2014,geel,KDV Ripperda Op Stoom,73,Nee,01/01/2010,Huzarenstraat 1 ,2023GM,HAARLEM,4.6379156,52.3945995,Ripperda Op Stoom B.V.,34278899,BV,Rutherfordstraat 4 ,2014KA,HAARLEM,Rutherfordstraat 4 ,2014KA,HAARLEM,,023-5442737',secretariaat@opstoom.nl,http://www.opstoom.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3443&currentPage=0,Ripperda Op Stoom B.V.,03/26/2009,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23499
700100180,2015,groen,KDV Ripperda Op Stoom,73,Nee,01/01/2010,Huzarenstraat 1 ,2023GM,HAARLEM,4.6379156,52.3945995,Ripperda Op Stoom B.V.,34278899,BV,Rutherfordstraat 4 ,2014KA,HAARLEM,Rutherfordstraat 4 ,2014KA,HAARLEM,,023-5442737',secretariaat@opstoom.nl,http://www.opstoom.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3443&currentPage=0,Ripperda Op Stoom B.V.,03/26/2009,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23499
875749926,2014,geel,KDV Rutherford Op Stoom,128,Nee,01/01/2010,Rutherfordstraat 4 ,2014KA,HAARLEM,4.6136222,52.3711022,Rutherfordstraat Op Stoom B.V.,34088791,BV,Rutherfordstraat 4 ,2014KA,HAARLEM,Rutherfordstraat 4 ,2014KA,HAARLEM,,023-5442737',secretariaat@opstoom.nl,http://www.opstoom.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3442&currentPage=0,Rutherfordstraat Op Stoom B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23496
875749926,2015,groen,KDV Rutherford Op Stoom,128,Nee,01/01/2010,Rutherfordstraat 4 ,2014KA,HAARLEM,4.6136222,52.3711022,Rutherfordstraat Op Stoom B.V.,34088791,BV,Rutherfordstraat 4 ,2014KA,HAARLEM,Rutherfordstraat 4 ,2014KA,HAARLEM,,023-5442737',secretariaat@opstoom.nl,http://www.opstoom.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3442&currentPage=0,Rutherfordstraat Op Stoom B.V.,01/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23496
192505877,2013,groen,KDV Teddyzolder Op Stoom,76,Nee,01/01/2010,Hildebrandlaan 2 ,2012PR,HAARLEM,4.6322407,52.3669879,De Teddyzolder Op Stoom B.V.,34245030,BV,Hildebrandlaan 2 ,2012PR,HAARLEM,Rutherfordstraat 4 ,2014KA,HAARLEM,,023-5442737',secretariaat@opstoom.nl,http://www.opstoom.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3397&currentPage=0,De Teddyzolder Op Stoom B.V.,03/06/2009,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23527
192505877,2014,groen,KDV Teddyzolder Op Stoom,76,Nee,01/01/2010,Hildebrandlaan 2 ,2012PR,HAARLEM,4.6322407,52.3669879,De Teddyzolder Op Stoom B.V.,34245030,BV,Hildebrandlaan 2 ,2012PR,HAARLEM,Rutherfordstraat 4 ,2014KA,HAARLEM,,023-5442737',secretariaat@opstoom.nl,http://www.opstoom.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3397&currentPage=0,De Teddyzolder Op Stoom B.V.,03/06/2009,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23527
192505877,2015,groen,KDV Teddyzolder Op Stoom,76,Nee,01/01/2010,Hildebrandlaan 2 ,2012PR,HAARLEM,4.6322407,52.3669879,De Teddyzolder Op Stoom B.V.,34245030,BV,Hildebrandlaan 2 ,2012PR,HAARLEM,Rutherfordstraat 4 ,2014KA,HAARLEM,,023-5442737',secretariaat@opstoom.nl,http://www.opstoom.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3397&currentPage=0,De Teddyzolder Op Stoom B.V.,03/06/2009,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23527
112102864,2013,geel,Kikkerpad,48,Nee,01/01/2010,Houtmanpad 31 ,2014AZ,HAARLEM,4.6153839,52.3841367,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Houtmanpad 31 ,2014AZ,HAARLEM,,023-5443579',kikkerpad@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,03/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23470
112102864,2014,geel,Kikkerpad,48,Nee,01/01/2010,Houtmanpad 31 ,2014AZ,HAARLEM,4.6153839,52.3841367,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Houtmanpad 31 ,2014AZ,HAARLEM,,023-5443579',kikkerpad@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,03/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23470
112102864,2015,geel,Kikkerpad,48,Nee,01/01/2010,Houtmanpad 31 ,2014AZ,HAARLEM,4.6153839,52.3841367,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Houtmanpad 31 ,2014AZ,HAARLEM,,023-5443579',kikkerpad@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,03/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23470
112102864,2014,groen,Kikkerpad,48,Nee,01/01/2010,Houtmanpad 31 ,2014AZ,HAARLEM,4.6153839,52.3841367,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Houtmanpad 31 ,2014AZ,HAARLEM,,023-5443579',kikkerpad@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,03/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23470
112102864,2015,groen,Kikkerpad,48,Nee,01/01/2010,Houtmanpad 31 ,2014AZ,HAARLEM,4.6153839,52.3841367,Stichting Kinderopvang Haarlem,41225313,Stichting,Cornelis van Noordestraat 15 ,2033EC,HAARLEM,Houtmanpad 31 ,2014AZ,HAARLEM,,023-5443579',kikkerpad@kinderopvanghaarlem.nl,http://www.kinderopvanghaarlem.nl,http://www.landelijkregisterkinderopvang.nl/pp/inzien/houder/NHRVestiging/GegevensHouder.jsf?selectedResultId=3394&currentPage=0,Stichting Kinderopvang Haarlem,03/01/2005,http://www.landelijkregisterkinderopvang.nl/pp/inzien/Oko/Kdv/GegevensOKO.jsf?selectedResultId=23470
