"word","count"
"k_1669RoerdalenL_611","1"
"k_0957RoermondL_612","1"
"k_1670RoggelEnNeerL_613","1"
"k_0975SwalmenL_614","1"
"k_0977ThornL_615","1"
"k_0988WeertL_616","1"
"k_0888BeekL_617","1"
"k_0897BornL_618","1"
"k_0899BrunssumL_619","1"
"k_0905EijsdenL_620","1"
"k_0906GeleenL_621","1"
"k_1729GulpenWittemL_622","1"
"k_0917HeerlenL_623","1"
"k_0928KerkradeL_624","1"
"k_0882LandgraafL_625","1"
"k_0935MaastrichtL_626","1"
"k_0936MargratenL_627","1"
"k_0938MeerssenL_628","1"
"k_0951NuthL_629","1"
"k_0881OnderbankenL_630","1"
"k_0962SchinnenL_631","1"
"k_0965SimpelveldL_632","1"
"k_0968SittardL_633","1"
"k_0971SteinL_634","1"
"k_0974SusterenL_635","1"
"k_0981VaalsL_636","1"
"k_0994ValkenburgAanDeGeulL_637","1"
"k_0986VoerendaalL_638","1"
"SoortCijfers","8"
"InvesteringenInVasteActivaBruto_1","4"
"UitProductieEnInvoer_2","1"
"Desinvesteringen_3","1"
"LandbouwBosbouwEnVisserij_4","1"
"Delfstoffenwinning_5","1"
"Industrie_6","1"
"EnergieEnWaterleidingbedrijven_7","1"
"Bouwnijverheid_8","1"
"HandelHorecaEnReparatie_9","1"
"VervoerOpslagEnCommunicatie_10","1"
"FinancieleEnZakelijkeDienstverlening_11","1"
"Overheid_12","1"
"ZorgEnOverigeDienstverlening_13","1"
"Industrie_14","1"
"VoedingsEnGenotmiddelenindustrie_15","1"
"TextielEnLederindustrie_16","1"
"Papierindustrie_17","1"
"UitgeverijenEnDrukkerijen_18","1"
"AardolieIndustrie_19","1"
"ChemischeBasisproductenindustrie_20","1"
"ChemischeEindproductenindustrie_21","1"
"RubberEnKunststofindustrie_22","1"
"Basismetaalindustrie_23","1"
"Metaalproductenindustrie_24","1"
"MachineIndustrie_25","1"
"ElektrotechnischeIndustrie_26","1"
"Transportmiddelenindustrie_27","1"
"OverigeIndustrie_28","1"
"Bouwnijverheid_29","1"
"BurgerlijkeEnUtiliteitsbouw_30","1"
"GrondWaterEnWegenbouw_31","1"
"OverigeBouwnijverheid_32","1"
"HandelHorecaEnReparatie_33","1"
"AutohandelEnReparatie_34","1"
"DetailhandelEnReparatie_36","1"
"VervoerOpslagEnCommunicatie_38","1"
"VervoerOverLand_39","1"
"VervoerOverWater_40","1"
"VervoerDoorDeLucht_41","1"
"DienstverleningTBVVervoer_42","1"
"PostEnTelecommunicatie_43","1"
"FinancieleEnZakelijkeDienstverlening_44","1"
"Banken_45","1"
"VerzekeringswezenEnPensioenfondsen_46","1"
"FinancieleHulpactiviteiten_47","1"
"VerhuurVanEnHandelInOnroerendG_48","1"
"VerhuurVanRoerendeGoederen_49","1"
"ComputerservicebureausED_50","1"
"SpeurEnOntwikkelingswerk_51","1"
"JuridischeEnEconDienstverlening_52","1"
"ArchitectenEnIngenieursbureaus_53","1"
"Reclamebureaus_54","1"
"UitzendbureausED_55","1"
"ZakelijkeDienstverleningNEG_56","1"
"Overheid_57","2"
"OverheidsbestuurEnSocialeVerz_58","1"
"Defensie_59","1"
"GesubsidieerdOnderwijs_60","1"
"ZorgEnOverigeDienstverlening_61","2"
"GezondheidsEnWelzijnszorg_62","1"
"Milieudienstverlening_63","1"
"CultuurSportEnRecreatie_64","1"
"ParticuliereHuishMetPersoneel_65","1"
"OverigeDienstverleningNEG_66","1"
"TotaalVennootschapHuishoudensIZWh_67","1"
"NietFinancieleVennootschappen_68","1"
"FinancieleInstellingen_69","1"
"Huishoudens_70","1"
"IZWh_71","1"
"Overheid_72","2"
"Woningen_73","2"
"Bedrijfsgebouwen_74","1"
"GrondWegEnWaterbouwkundigeWerken_75","1"
"TotaalVervoermiddelen_76","1"
"PersonenautoS_77","1"
"OverigeWegvervoermiddelen_78","1"
"TreinenEnTrams_79","1"
"Schepen_80","1"
"Vliegtuigen_81","1"
"MachinesEnInstallaties_82","1"
"Computers_83","1"
"Software_85","1"
"OverigeImmaterieleVasteActiva_86","1"
"InCultuurGebrachteActiva_87","1"
"OverdrachtskostenOpGrond_88","1"
"TotaalVerkoopVanGebrVasteActiva_89","1"
"Uitvoer_90","1"
"ConsumptieveBestedingen_91","1"
"TotaalVennootschHuishIZWh_92","1"
"Woningen_93","1"
"Bedrijfsgebouwen_94","1"
"GrondWegEnWaterbouwkundigeWerken_95","1"
"TotaalVervoermiddelen_96","1"
"PersonenautoS_97","1"
"OverigeWegvervoermiddelen_98","1"
"TreinenEnTrams_99","1"
"Schepen_100","1"
"Vliegtuigen_101","1"
"MachinesEnInstallaties_102","1"
"Computers_103","1"
"OverigeMaterieleVasteActiva_104","1"
"Software_105","1"
"OverigeImmaterieleVasteActiva_106","1"
"InCultuurGebrachteActiva_107","1"
"OverdrachtskostenOpGrond_108","1"
"VerkoopVanGebruikteVasteActSaldo_109","1"
"TotaalOverheid_110","1"
"Woningen_111","1"
"Bedrijfsgebouwen_112","1"
"GrondWegEnWaterbouwkundigeWerken_113","1"
"TotaalVervoermiddelen_114","1"
"PersonenautoS_115","1"
"OverigeWegvervoermiddelen_116","1"
"Schepen_117","1"
"Vliegtuigen_118","1"
"MachinesEnInstallaties_119","1"
"Computers_120","1"
"OverigeMaterieleVasteActiva_121","1"
"Software_122","1"
"OverigeImmaterieleVasteActiva_123","1"
"OverdrachtskostenOpGrond_124","1"
"VerkoopVanGebruikteVasteActSaldo_125","1"
"TotaalProductgroepen_126","1"
"AkkerEnTuinbouwproducten_127","1"
"Veeteeltproducten_128","1"
"DienstenIVMLandbouwEnVeeteelt_129","1"
"Bosbouwproducten_130","1"
"Visserijproducten_131","1"
"AardolieEnAardgas_132","1"
"OverigeDelfstoffen_133","1"
"VisEnVleesproducten_134","1"
"AardappelGroenteEnFruitproducten_135","1"
"OlienEnVetten_136","1"
"Zuivelproducten_137","1"
"GraanEnZetmeelproducten_138","1"
"VoedingsmiddelenNEG_139","1"
"Dranken_140","1"
"Tabaksproducten_141","1"
"Textiel_142","1"
"Kleding_143","1"
"LederEnLederwaren_144","1"
"HoutEnHoutproductenExclMeubelen_145","1"
"PapierEnPapierwaren_146","1"
"DrukwerkEnOpgenomenMedia_147","1"
"AardolieProductenED_148","1"
"ChemischeProducten_149","1"
"RubberEnKunststofproducten_150","1"
"GlasEnBouwmaterialen_151","1"
"Basismetalen_152","1"
"Metaalproducten_153","1"
"MachinesEnApparatenNEG_154","1"
"KantoormachinesEnComputers_155","1"
"ElektrischeMachinesNEG_156","1"
"AudioVideoEnTelecommunicatieapp_157","1"
"MedischePrecisieEnOptischeApparaten_158","1"
"AutoS_159","1"
"OverigeTransportmiddelen_160","1"
"MeubelenEnOverigeIndustrProducten_161","1"
"ElektriciteitEnGas_162","1"
"Water_163","1"
"ProductenVanDeBouwnijverheid_164","1"
"ReparatieVanGebruiksgoederen_165","1"
"Horeca_166","1"
"Vervoer_167","1"
"PostEnTelecommunicatie_168","1"
"Bankdiensten_169","1"
"Verzekeringsdiensten_170","1"
"FinancieleHulpdiensten_171","1"
"VerhuurVanEnHandelInOnroerendGoed_172","1"
"VerhuurVanRoerendeGoederen_173","1"
"ZakelijkeDiensten_174","1"
"OpenbBestuurDefensieSocialeVerz_175","1"
"Onderwijs_176","1"
"MedischeEnMaatschappelijkeDiensten_177","1"
"DienstenNEG_178","1"
"TotaalNietNaarProductgroepen_179","1"
"NietToegerekendeGoederenEnDiensten_180","1"
"LoondienstenVeredelingEnHandelsd_181","1"
"NietAftrekbareToegerekendeBTW_182","1"
"VerkoopVanGebruikteVasteActiva_183","1"
"TotaalMisdrijven_1","1"
"WetboekVanStrafrechtTotaal_2","1"
"Geweldsmisdrijven_3","4"
"Vermogensmisdrijven_4","1"
"VernielingEnOpenbareOrde_5","1"
"WegenverkeerswetTotaal_6","1"
"WegenverkeerswetRijdenOnderInvloed_7","1"
"WegenverkeerswetDoorrijdenNaOngeval_8","1"
"OpgehelderdeMisdrijven_9","1"
"TotaalVerdachten_10","1"
"MannenVan18JaarOfOuder_11","1"
"VrouwenVan18JaarOfOuder_12","1"
"JongensJongerDan18Jaar_13","1"
"MeisjesJongerDan18Jaar_14","1"
"DoorHetOMSepot_15","1"
"DoorHetOMTransactie_16","1"
"DoorDeRechter_17","1"
"DoorHetOMTotaal_18","1"
"DoorHetOMSepot_19","1"
"DoorDeRechter_20","1"
"TotaalSchuldigverklaringen_21","1"
"WetboekVanStrafrechtTotaal_22","1"
"MisdrijvenTegenDeOpenbareOrde_23","1"
"MisdrijvenTegenHetOpenbaarGezag_24","1"
"MoordEnDoodslag_25","1"
"Mishandeling_26","1"
"Vernieling_27","1"
"SeksueleMisdrijven_28","1"
"Diefstal_29","1"
"Verduistering_30","1"
"Bedrog_31","1"
"Heling_32","1"
"TelegraafEnTelefoonwet_33","1"
"Vuurwapenwet_34","1"
"Opiumwet_35","1"
"WegenverkeerswetTotaal_36","1"
"WegenverkeerswetRijdenOnderInvloed_37","1"
"WegenverkeerswetDoorrijdenNaOngeval_38","1"
"WegensOvertredingen_39","1"
"OnvoorwaardelijkeGevangenisstraf_40","1"
"DeelsVoorwaardelijkeGevangenisstraf_41","1"
"VoorwaardelijkeGevangenisstraf_42","1"
"GeldboeteMetVoorwaardVrijheidsstraf_43","1"
"UitsluitendGeldboete_44","1"
"OpnemingenInStrafinrichtingen_45","1"
"BevolkingHuisVanBewaring_46","1"
"BevolkingGevangenis_47","1"
"BevolkingGecombineerdeInrichting_48","1"
"BevolkingRijkswerkinrichting_49","1"
"AantalIngeschrevenAdvocaten_50","1"
"GewoneRechtspraakInclMilitaire_51","1"
"AdministratieveRechtspraak_52","1"
"TotaalBegroteUitgaven_53","1"
"Rechtshandhaving_54","1"
"WetgevingRechtsplegingEnBijstand_55","1"
"Gevangeniswezen_56","1"
"TbrEnReclassering_57","1"
"BurgerrechtelijkOndertoezichtstelling_58","1"
"StrafrechtelijkOndertoezichtstelling_59","1"
"ToevertrouwingAanDeKinderbescherming_60","1"
"OntzettingOuderlijkeMachtOfVoogdij_61","1"
"OntheffingOuderlijkeMachtOfVoogdij_62","1"
"Adoptie_63","1"
"BurgerlijkeRechtspraak_64","1"
"TotaalGefailleerden_65","1"
"OndernemingenTotaal_66","1"
"LandbouwEnVisserij_67","2"
"Industrie_68","1"
"BouwnijverheidEnInstallatiebedrijven_69","1"
"Handel_70","1"
"TransportOpslagEnCommunicatie_71","1"
"OverigeWaaronderDienstverlening_72","1"
"TotaalUitgesprokenFaillissementen_73","1"
"BedrijvenEnInstellingenTotaal_74","1"
"LandEnBosbouwJachtEnVisserij_75","1"
"WinningVanDelfstoffenEnIndustrie_76","1"
"Bouwnijverheid_77","1"
"ReparatieConsumentenartEnHandel_78","1"
"Horeca_79","1"
"VervoerOpslagEnCommunicatie_80","1"
"FinInstVerhuurEnZakDienstverl_81","1"
"OnderwGezondhMilieuOvDienstVerl_82","1"
"TotaalBranden_83","1"
"BrandenWoonhuizen_84","1"
"BrandenMetOpgegevenSchadebedrag_85","1"
"SchadebedragTotaal_86","1"
"SchadebedragWoonhuizen_87","1"
"Grondstoffen","1"
"Beginvoorraad_1","3"
"RechtstreekseInvoer_3","1"
"RechstreekseUitvoer_5","1"
"EntrepotopslagHerkomstNederland_6","1"
"Verwerking_7","1"
"StatistischVerschil_8","4"
"Eindvoorraad_9","1"
"Beginvoorraad_10","2"
"EntrepotopslagHerkomstBuitenland_11","1"
"EntrepotopslagHerkomstNederland_12","1"
"Entrepotuitvoer_13","1"
"EntrepotuitslagNaarHetBinnenland_14","1"
"VerbruikVoorBlending_15","1"
"StatistischVerschil_16","1"
"Eindvoorraad_17","1"
"GemeentegrootteNaarInwoneraantal","1"
"TotaalGeregistreerd_1","3"
"Per100000Inwoners1279Jaar_2","2"
"TotaalOpgehelderd_3","2"
"OpgehelderdInGeregistreerd_4","2"
"Mannen_6","7"
"Vrouwen_7","7"
"Totaal_8","35"
"Totaal1564JaarBeroepsbevolking_1","1"
"Mannen1564JaarBeroepsbevolking_2","1"
"Vrouwen1564JaarBeroepsbevolking_3","1"
"MannenEnVrouwenAlleLeeftijden_4","1"
"MannenEnVrouwenJongerDan14Jaar_5","1"
"MannenEnVrouwen1419Jaar_6","1"
"MannenEnVrouwen2024Jaar_7","1"
"MannenEnVrouwen2539Jaar_8","1"
"MannenEnVrouwen4049Jaar_9","1"
"MannenEnVrouwen5064Jaar_10","1"
"MannenEnVrouwen65JaarEnOuder_11","1"
"MannenAlleLeeftijden_12","1"
"MannenJongerDan14Jaar_13","1"
"Mannen1419Jaar_14","1"
"Mannen2024Jaar_15","1"
"Mannen2539Jaar_16","1"
"Mannen4049Jaar_17","1"
"Mannen5064Jaar_18","1"
"Mannen65JaarEnOuder_19","1"
"VrouwenAlleLeeftijden_20","1"
"VrouwenJongerDan14Jaar_21","1"
"Vrouwen1419Jaar_22","1"
"Vrouwen2024Jaar_23","1"
"Vrouwen2539Jaar_24","1"
"Vrouwen4049Jaar_25","1"
"Vrouwen5064Jaar_26","1"
"Vrouwen65JaarEnOuder_27","1"
"Totaal1564JaarWerkzameBeroepsbev_28","1"
"Mannen1564JaarWerkzameBeroepsbev_29","1"
"Vrouwen1564JaarWerkzameBeroepsbev_30","1"
"AlleLeeftijdenMannenEnVrouwen_31","1"
"LandbouwEnVisserij_32","1"
"Delfstoffenwinning_33","1"
"Industrie_34","1"
"OpenbareNutsbedrijven_35","1"
"BouwnijverheidEnInstallatiebedrijven_36","1"
"HandelEnHoreca_37","1"
"TransportOpslagEnCommunicatie_38","1"
"BankVerzekeringswezenZakelijkeDienst_39","1"
"DienstverleningTotaal_40","1"
"OverigeEconomischeActiviteiten_41","1"
"HuiselijkeDiensten_42","1"
"AlleLeeftijdenMannen_43","1"
"LandbouwEnVisserij_44","1"
"Delfstoffenwinning_45","1"
"Industrie_46","1"
"OpenbareNutsbedrijven_47","1"
"BouwnijverheidEnInstallatiebedrijven_48","1"
"HandelEnHoreca_49","1"
"TransportOpslagEnCommunicatie_50","1"
"BankVerzekeringswezenZakelijkeDienst_51","1"
"DienstverleningTotaal_52","1"
"HuiselijkeDiensten_53","1"
"OverigeEconomischeActiviteiten_54","1"
"AlleLeeftijdenVrouwen_55","1"
"LandbouwEnVisserij_56","1"
"Delfstoffenwinning_57","1"
"Industrie_58","1"
"OpenbareNutsbedrijven_59","1"
"BouwnijverheidEnInstallatiebedrijven_60","1"
"HandelEnHoreca_61","1"
"TransportOpslagEnCommunicatie_62","1"
"BankVerzekeringswezenZakelijkeDienst_63","1"
"DienstverleningTotaal_64","1"
"HuiselijkeDiensten_65","1"
"OverigeEconomischeActiviteiten_66","1"
"Delfstoffenwinning_68","1"
"Industrie_69","1"
"OpenbareNutsbedrijven_70","1"
"BouwnijverheidEnInstallatiebedrijven_71","1"
"HandelEnHoreca_72","1"
"TransportOpslagEnCommunicatie_73","1"
"BankVerzekeringswezenZakelijkeDienst_74","1"
"DienstverleningTotaal_75","1"
"HuiselijkeDiensten_76","1"
"OverigeEconomischeActiviteiten_77","1"
"LandbouwEnVisserij_78","1"
"Delfstoffenwinning_79","1"
"Industrie_80","1"
"OpenbareNutsbedrijven_81","1"
"BouwnijverheidEnInstallatiebedrijven_82","1"
"HandelEnHoreca_83","1"
"TransportOpslagEnCommunicatie_84","1"
"BankVerzekeringswezenZakelijkeDienst_85","1"
"DienstverleningTotaal_86","1"
"HuiselijkeDiensten_87","1"
"OverigeEconomischeActiviteiten_88","1"
"LandbouwEnVisserij_89","1"
"Delfstoffenwinning_90","1"
"Industrie_91","1"
"OpenbareNutsbedrijven_92","1"
"BouwnijverheidEnInstallatiebedrijven_93","1"
"HandelEnHoreca_94","1"
"TransportOpslagEnCommunicatie_95","1"
"BankVerzekeringswezenZakelijkeDienst_96","1"
"DienstverleningTotaal_97","1"
"HuiselijkeDiensten_98","1"
"OverigeEconomischeActiviteiten_99","1"
"WerklozeBeroepsbevolkingTotaal_100","1"
"WerklozeBeroepsbevolkingMannen_101","1"
"WerklozeBeroepsbevolkingVrouwen_102","1"
"BeroepsdeelnemingTotaal_103","1"
"Beroepsdeelneming1419Jaar_104","1"
"Beroepsdeelneming2024Jaar_105","1"
"Beroepsdeelneming2539Jaar_106","1"
"Beroepsdeelneming4049Jaar_107","1"
"Beroepsdeelneming5064Jaar_108","1"
"Beroepsdeelneming65JaarEnOuder_109","1"
"BeroepsdeelnemingTotaalMannen_110","1"
"Beroepsdeelneming1419JaarMannen_111","1"
"Beroepsdeelneming2024JaarMannen_112","1"
"Beroepsdeelneming2539JaarMannen_113","1"
"Beroepsdeelneming4049JaarMannen_114","1"
"Beroepsdeelneming5064JaarMannen_115","1"
"Beroepsdeelneming65JaarEnOuderMan_116","1"
"BeroepsdeelnemingTotaalVrouwen_117","1"
"Beroepsdeelneming1419JaarVrouwen_118","1"
"Beroepsdeelneming2024JaarVrouwen_119","1"
"Beroepsdeelneming2539JaarVrouwen_120","1"
"Beroepsdeelneming4049JaarVrouwen_121","1"
"Beroepsdeelneming5064JaarVrouwen_122","1"
"Beroepsdeelneming65JaarEnOuderVrouw_123","1"
"GeregistreerdeWerklozenTotaal_124","1"
"GeregistreerdeWerklozenMannen_125","1"
"GeregistreerdeWerklozenVrouwen_126","1"
"GeregistreerdeWerklozenBeroepsbev_127","1"
"Banen_128","1"
"Arbeidsjaren_129","1"
"Banen_130","1"
"Arbeidsjaren_131","1"
"ArbeidsduurVoltijdersInUren_132","1"
"ArbeidsvolumeInUren_133","1"
"Banen_134","1"
"Arbeidsjaren_135","1"
"PerWeekOvereengekomenArbeidsduur_136","1"
"VakantiedagenPerJaar_137","1"
"TewerkgesteldenOpAanvullendeWerken_138","1"
"IndexcijfersCaoLonenTotaal_139","1"
"IndexCaoLonenTotaalPartBedrijven_140","1"
"IndexCaoLonenLandbouwEnVisserij_141","1"
"IndexCaoLonenIndustrie_142","1"
"IndexCaoLonenBouwnijverheid_143","1"
"IndexCaoLonenFinZakelijkeDienst_144","1"
"IndexCaoLonenOverheid_145","1"
"IndexCaoLonenGesubsidieerdeSector_146","1"
"UurloonNijverheidsarbeiders_147","1"
"MaandloonTotaal_148","1"
"MaandloonMannen_149","1"
"MaandloonVrouwen_150","1"
"MaandloonNijverheid_151","1"
"MaandloonHandel_152","1"
"MaandloonTransport_153","1"
"MaandloonBankEnVerzekeringswezen_154","1"
"MaandloonOverigeDienstverlening_155","1"
"LandbouwVisserijNijverheidEnOverig_156","1"
"BrutoUurloonNijverheidsarbeiders_157","1"
"LoonkostenPerGewerktUurNijverheid_158","1"
"Minimumloon_159","1"
"Leerjaar","5"
"TotaalLeerlingen_1","7"
"TotaalVmboHavoVwo_2","5"
"TotaalLwooIvbo14_3","1"
"AlgemeneLeerjaren123_4","2"
"AlgemeneLeerjarenExclusiefLwoo_5","2"
"AlgemeneLeerjarenLwoo_6","2"
"VwoLeerjaar36_7","2"
"HavoLeerjaar35_8","2"
"VmboVboMavoLeerjaar34_9","1"
"VmboVboMavoExclLwooIvboLj34_10","1"
"LwooIvboLeerjaar34_11","1"
"VmboGTMavoLeerjaar34_12","1"
"VmboGTExclusiefLwooLeerjaar34_13","2"
"LwooGTLeerjaar34_14","2"
"VmboTLeerjaar34_15","2"
"VmboGLeerjaar34_16","2"
"VmboBKVboLeerjaar34_17","1"
"VmboBKExclusiefLwooLeerjaar34_18","2"
"LwooBKLeerjaar34_19","2"
"VmboKLeerjaar34_20","2"
"VmboBLeerjaar34_21","2"
"VrijeSchool_22","1"
"Praktijkonderwijs_23","1"
"Lom_24","1"
"Mlk_25","1"
"Totaal_26","18"
"NatuurEnTechniek_28","1"
"NatuurEnGezondheid_29","1"
"NatuurOngedeeld_30","1"
"EconomieEnMaatschappij_32","1"
"CultuurEnMaatschappij_33","1"
"MaatschappijOngedeeld_34","1"
"Totaal_35","8"
"NatuurEnTechniekEconomieEnMaatsch_36","1"
"NatuurEnTechniekCultuurEnMaatsch_37","1"
"NatuurEnGezondheidEconomieEnMaatsch_38","1"
"NatuurEnGezondheidCultuurEnMaatsch_39","1"
"ProfielOnbekend_40","1"
"NatuurEnTechniek_43","1"
"NatuurEnGezondheid_44","1"
"NatuurOngedeeld_45","1"
"EconomieEnMaatschappij_47","1"
"CultuurEnMaatschappij_48","1"
"MaatschappijOngedeeld_49","1"
"Totaal_50","17"
"NatuurEnTechniekEconomieEnMaatsch_51","1"
"NatuurEnTechniekCultuurEnMaatsch_52","1"
"NatuurEnGezondheidEconomieEnMaatsch_53","1"
"NatuurEnGezondheidCultuurEnMaatsch_54","1"
"ProfielOnbekend_55","1"
"Totaal_56","12"
"VmboTExclusiefLwoo_57","1"
"LwooT_58","1"
"Totaal_59","8"
"VmboGExclusiefLwoo_60","1"
"LwooG_61","1"
"Totaal_62","8"
"VmboKExclusiefLwoo_63","1"
"LwooK_64","1"
"VmboBExclusiefLwoo_66","1"
"LwooB_67","1"
"VmboBAlgemeen_68","1"
"VmboBAlgemeenExclusiefLwoo_69","1"
"LwooBAlgemeen_70","1"
"VmboBLeerwerktraject_71","1"
"VmboBLeerwerktrajectExclusiefLwoo_72","1"
"LwooBLeerwerktraject_73","1"
"Totaal_75","3"
"VmboLandbouwExclusiefLwoo_76","1"
"LwooLandbouw_77","1"
"VmboZorgEnWelzijnExclusiefLwoo_79","1"
"LwooZorgEnWelzijn_80","1"
"VmboEconomieExclusiefLwoo_82","1"
"LwooEconomie_83","1"
"Totaal_84","2"
"VmboTechniekExclusiefLwoo_85","1"
"LwooTechniek_86","1"
"Totaal_87","4"
"VmboGLandbouw_88","1"
"VmboKLandbouw_89","1"
"VmboBTotaalLandbouw_90","1"
"VmboBAlgemeenLandbouw_91","1"
"VmboBLeerwerktrajectLandbouw_92","1"
"VmboGZorgEnWelzijn_94","1"
"VmboKZorgEnWelzijn_95","1"
"VmboBTotaalZorgEnWelzijn_96","1"
"VmboBAlgemeenZorgEnWelzijn_97","1"
"VmboBLeerwerktrajectZorgEnWelzijn_98","1"
"VmboGEconomie_100","1"
"VmboKEconomie_101","1"
"VmboBTotaalEconomie_102","1"
"VmboBAlgemeenEconomie_103","1"
"VmboBLeerwerktrajectEconomie_104","1"
"VmboGTechniek_106","1"
"VmboKTechniek_107","1"
"VmboBTotaalTechniek_108","1"
"VmboBAlgemeenTechniek_109","1"
"VmboBLeerwerktrajectTechniek_110","1"
"TotaalAantalIOAWEnIOAZUitkeringen_1","1"
"IOAWEnIOAZUitkeringenVanMannen_2","1"
"IOAWEnIOAZUitkeringenVanVrouwen_3","1"
"Huurwoningen_2","1"
"Koopwoningen_3","1"
"Huurwoningen_5","3"
"Koopwoningen_6","2"
"Huurwoningen_8","2"
"Koopwoningen_9","2"
"Huurwoningen_11","2"
"Koopwoningen_12","2"
"WoningenNogGereedTeKomen_13","1"
"TotaalOverheidEnWoningcorporaties_15","1"
"TotaalBouwersVoorDeMarkt_16","1"
"TotaalAndereParticuliereOpdrGevers_17","1"
"OverheidEnWoningcorporaties_18","1"
"BouwersVoorDeMarkt_19","1"
"AndereParticuliereOpdrachtgevers_20","1"
"OverheidEnWoningcorporaties_21","1"
"BouwersVoorDeMarkt_22","1"
"AndereParticuliereOpdrachtgevers_23","1"
"TotaalHuurwoningen_24","1"
"EengezinsHuurwoningen_25","1"
"MeergezinsHuurwoningen_26","1"
"TotaalEigenWoningen_27","1"
"EengezinsKoopwoning_28","1"
"MeergezinsKoopwoning_29","1"
"Eengezinswoningen_30","1"
"Meergezinswoningen_31","1"
"WoningenMet1Kamer_32","1"
"WoningenMet2Kamers_33","1"
"WoningenMet3Kamers_34","1"
"WoningenMet4Kamers_35","1"
"WoningenMet5Kamers_36","1"
"Woningen6OfMeerKamers_37","1"
"VorigeNationaliteit","1"
"TotaalNederlanderschapVanRechtswege_3","1"
"NederlanderschapDoorAdoptie_4","1"
"NederlanderschapDoorOptie_5","1"
"TotaalNederlanderschapDoorVerlening_6","1"
"ZelfstandigeNaturalisatie_7","1"
"Medenaturalisatie_8","1"
"Overheidslaag","5"
"ActivaTotaal_1","1"
"ImmaterieleVasteActiva_2","1"
"MaterieleVasteActiva_3","1"
"LeaseActiva_4","1"
"AanOverheden_5","1"
"AanWoningcorporaties_6","1"
"AanOverigeInstellingen_7","1"
"EigenDienstonderdeelAndereSector_8","1"
"PrivaatrechtelijkeOndernemingen_9","1"
"DeelnemingenCrossBorderLease_10","1"
"GeactiveerdeTekorten_11","1"
"Voorraden_12","1"
"OpEigenDienstAndereSector_13","1"
"OpDerdenNietFinancieleInstelling_14","1"
"Kasgeldleningen_15","1"
"LiquideMiddelen_16","1"
"OverigeVorderingen_17","2"
"PassivaTotaal_18","1"
"AlgemeneReserveSaldo_19","1"
"Bestemmingsreserve_20","1"
"Voorzieningen_21","1"
"LanglopendeSchuldenOG_22","1"
"LanglopendeSchuldenRijk_23","1"
"Leaseverplichtingen_24","1"
"VerplichtingenCrossBorderLease_25","1"
"BijEigenDienstAndereSector_26","1"
"BijDerdenNietFinancieleInstelling_27","1"
"BijFinancieleInstellingen_28","1"
"BelegdeReservesEigenBedrijfsmatige_29","1"
"Kasgeldleningen_30","1"
"OverigeSchulden_31","1"
"TotaalWaterverbruik_1","2"
"TotaalLeidingwater_2","2"
"VerbruikVoorKoeling_3","1"
"OverigVerbruik_4","1"
"TotaalWaterVanAndereBedrijven_5","1"
"VerbruikVoorKoeling_6","1"
"OverigVerbruik_7","2"
"TotaalZoetGrondwater_8","1"
"VerbruikVoorKoeling_9","1"
"OverigVerbruik_10","3"
"TotaalBrakOfZoutGrondwater_11","1"
"VerbruikVoorKoeling_12","1"
"OverigVerbruik_13","2"
"TotaalZoetOppervlaktewater_14","1"
"VerbruikVoorKoeling_15","1"
"OverigVerbruik_16","2"
"TotaalBrakOfZoutOppervlaktewater_17","1"
"VerbruikVoorKoeling_18","1"
"OverigVerbruik_19","2"
"Zoetwaterverbruik_20","1"
"TotaalBevolking_4","1"
"k_20Tot45Jaar_6","1"
"k_45Tot65Jaar_7","1"
"k_65Tot80Jaar_8","1"
"k_80JaarOfOuder_9","1"
"GroeneDruk_10","2"
"GrijzeDruk_11","2"
"TotaleBevolking_12","1"
"Ongehuwd_13","4"
"Gehuwd_14","4"
"Verweduwd_15","5"
"Gescheiden_16","1"
"TotaalBevolking_17","1"
"NoordNederland_18","1"
"OostNederland_19","1"
"WestNederland_20","1"
"ZuidNederland_21","1"
"TotaalBevolking_22","1"
"InGemeentenMet5000Inwoners_23","1"
"InGemeentenMet5000Tot20000Inw_24","1"
"InGemeentenMet20000Tot50000Inw_25","1"
"InGemeentenMet50000Tot100000In_26","1"
"InGemeentenMet100000OfMeerInw_27","1"
"TotaalGemeenten_28","1"
"GemeentenMet5000Inwoners_29","1"
"GemeentenMet5000Tot20000Inwoners_30","1"
"GemeentenMet20000Tot50000Inwoners_31","1"
"GemeentenMet50000Tot100000Inw_32","1"
"GemeentenMet100000OfMeerInwoners_33","1"
"TotaalNietNederlands_34","1"
"Amerikaans_35","1"
"Belgisch_36","1"
"Brits_37","1"
"Duits_38","1"
"Italiaans_39","1"
"VoormaligJoegoslavisch_40","1"
"Marokkaans_41","1"
"Spaans_42","1"
"Turks_43","1"
"HerkomstgroeperingSuriname_44","1"
"HerkomstgroeperingNederlandseAntil_45","1"
"TotaalParticuliereHuishoudens_46","1"
"MannenEnVrouwen_47","1"
"Mannen_48","5"
"Vrouwen_49","5"
"Meerpersoonshuishouden_50","1"
"GemiddeldeHuishoudensgrootte_51","1"
"TotaalPersonenInHuishouden_52","1"
"KinderenInHuishouden_53","1"
"Levendgeborenen_54","1"
"Overledenen_55","1"
"Geboorteoverschot_56","1"
"Immigratie_57","1"
"EmigratieExclusiefAdministratieveC_58","1"
